,Headline,Body ID,Stance
7911,Russian Man Wakes Up to Find His Testicles Have Been Stolen,1258,unrelated
7912,Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,2067,unrelated
7913,EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,1693,unrelated
7914,"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",892,unrelated
7915,GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2367,discuss
7916,"Israel opens dams, floods Gaza",1965,disagree
7917,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1179,unrelated
7919,Is Kim Jong Un's sister Kim Yo Jong in charge?,2046,unrelated
7920,"Want a Gold Apple Watch? All You Need is $5,000",607,unrelated
7921,WSJ: Apple cut watch health features due to erratic sensors,1707,unrelated
7922,ISIS Beheads American Journalist,2127,unrelated
7923,"Meet Magneto Boy, the kid who attracts metal with his body",244,unrelated
7924,"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",615,unrelated
7925,Rapper Big Bank Hank of Sugarhill Gang dies at 57,1831,agree
7927,This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1697,unrelated
7928,Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1299,disagree
7929,Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,682,unrelated
7931,Vladimir Putin’s Motorcade Looks Like A Massive Knob,1021,unrelated
7932,Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,1210,unrelated
7933,"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",487,unrelated
7934,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2250,discuss
7935,Terrorism fears rise amid reports of stolen jetliners,2495,unrelated
7936,BREAKING: ISIS Beheads American Journalist James Wright Foley,1471,agree
7937,Senator: Detainees swapped for Bergdahl have contacted militants,1398,unrelated
7938,Missing American journalist reportedly beheaded by Islamic State ,1948,discuss
7939,CNN Airs Alleged Audio from Michael Brown Shooting,1299,unrelated
7940,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",125,unrelated
7941,Texas City plumber's truck ends up in Syrian war,662,unrelated
7942,Islamic State claims to have beheaded American journalist,1166,unrelated
7943,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2149,discuss
7944,Robot security guards now patrolling Microsoft's Silicon Valley campus,300,unrelated
7945,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2139,discuss
7946,"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2003,discuss
7947,Luke Somers 'killed in failed rescue attempt in Yemen',1256,unrelated
7948,Government fires employee who skipped work for 24 years,936,unrelated
7949,NYC relaxes response to marijuana possession,775,unrelated
7950,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,1539,unrelated
7951,Christian Bale won't play Steve Jobs,195,unrelated
7952,Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,1349,unrelated
7953,Indian worker sacked after going on leave for 24 years,844,unrelated
7954,'Jihadi John' named as Mohammed Emwazi from London,2165,agree
7955,Audio may have captured Michael Brown shooting,456,unrelated
7956,"Boko Haram claims to have German hostage, denies ceasefire",2489,unrelated
7958,Mexican students not among bodies found in mass graves,1795,agree
7959,Michael Phelps’ alleged girlfriend says she was born intersex,89,unrelated
7960,Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1439,unrelated
7962,Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1376,agree
7963,Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,2481,unrelated
7964,Apple Watch battery will require nightly charging,1854,unrelated
7966,Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,1429,unrelated
7969,More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,922,agree
7970,Michael Brown shooting audio caught on tape?,2187,unrelated
7971,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,879,unrelated
7972,"Are missing students in mass graves found near Iguala, Mexico?",1795,discuss
7973,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1251,unrelated
7974,Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,521,unrelated
7975,New Audio Recording From Ferguson May Capture Michael Brown Shooting,1818,discuss
7976,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1883,unrelated
7978,"Yemen says U.S. man freed, sister says he’s dead",1187,discuss
7979,Terrorism fears rise amid reports of stolen jetliners,846,unrelated
7980,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1634,unrelated
7981,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",167,unrelated
7983,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,964,unrelated
7984,"Why the Gold Apple Watch Edition Must Cost $10,000",2448,unrelated
7986,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2261,unrelated
7987,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",403,unrelated
7988,American hostage killed in rescue attempt in Yemen - senior official,1256,unrelated
7989,#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1982,unrelated
7990,Lebanon 'holding IS leader's daughter and ex-wife',530,unrelated
7994,DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,761,unrelated
7997,British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,1314,discuss
7998,Reports: Islamic State uses chlorine gas against Iraqi forces,2197,unrelated
7999,Fence-jumper made it farther in White House than Secret Service let on,2230,unrelated
8000,Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1756,discuss
8001,Doubts cast over Nicaragua meteorite claim,1179,unrelated
8002,"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",48,unrelated
8004,Amazon.com to open first physical store in Manhattan: DJ,1360,unrelated
8005,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1256,unrelated
8007,"Hostage David Haines' Murder 'Evil', PM Says",1182,agree
8008,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1744,unrelated
8009,Jihadi John ‘identified as British man from West London’,503,unrelated
8011,Homeland Security: No ISIL fighters on U.S. border,239,unrelated
8012,Priest who died for 48 minutes says he met God and she’s a woman,11,discuss
8014,NET Extra: Back-from-the-dead Catholic priest claims God is a female...,1948,unrelated
8015,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2511,discuss
8016,A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,212,discuss
8017,Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,86,unrelated
8018,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1358,unrelated
8019,See the Crater a Meteorite Made in Nicaragua,731,unrelated
8020,Pumpkin Spice condoms? Don't fall for this hoax.,2410,unrelated
8021,7 Bosnian teens get pregnant on school trip,2230,unrelated
8022,Audio may have captured Michael Brown shooting,1299,unrelated
8023,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1438,unrelated
8024,No One In North Korea Is Allowed To Share Kim Jong Un's Name,1975,unrelated
8025,WHO investigates media reports ISIS fighters contracted Ebola,1974,discuss
8026,"So, There Might Be a Rat Infestation at Vogue",2064,discuss
8027,Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2135,discuss
8028,"Meet Magneto Boy, the kid who attracts metal with his body",858,unrelated
8029,Journalist James Wright Foley reportedly beheaded by ISIS,1372,unrelated
8032,"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2037,discuss
8033,Kim Jong-un: obese leader 'fractured both ankles',2087,unrelated
8034,"Catholic priest dies for 48 mins, wakes up claiming God is a woman",858,unrelated
8035,Boko Haram denies truce to release kidnapped schoolgirls,1697,unrelated
8036,The Case of the Stolen Batmobile Has Been Solved,1673,unrelated
8037,Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2313,unrelated
8038,"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",527,unrelated
8040,London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,760,unrelated
8042,Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,125,unrelated
8043,Isis tells mother on rescue mission :’You’ve just eaten your son’,121,unrelated
8044,"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2240,unrelated
8045,Obama: murder of James Foley 'shocks the conscience of the entire world',2404,unrelated
8047,Son pays off his parents' mortgage in a heartwarming Christmas video,377,unrelated
8048,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2419,unrelated
8050,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1004,unrelated
8051,Man who SLAPS people if they sneeze in public being hunted by police,959,unrelated
8054,Seth Rogen Is Woz,357,discuss
8056,"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",1308,unrelated
8057,ISIL Beheads American Photojournalist in Iraq,2403,unrelated
8058,IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,568,unrelated
8059,ISIS Militant “Jihadi John” Identified As Young West Londoner,158,unrelated
8061,WTC rats scare off Anna Wintour,2520,discuss
8062,Has North Korean dictator Kim Jong-un been replaced by his sister?,706,unrelated
8065,Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1746,unrelated
8066,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2526,unrelated
8068,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),730,unrelated
8069,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,381,unrelated
8070,Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2039,unrelated
8071,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",958,unrelated
8073,Reports: Boko Haram may release schoolgirls as part of deal,1125,unrelated
8074,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],2046,unrelated
8075,"North Korea ordered citizens named Kim Jong Un to change their names, says new report",1175,unrelated
8077,Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2302,unrelated
8078,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1179,discuss
8079,British Man Slaps People If They Sneeze In Public,87,unrelated
8080,NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1611,discuss
8081,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",615,unrelated
8082,Boko Haram denies ceasefire claim by Nigeria's government,320,unrelated
8083,"Audio captured at time of Michael Brown shooting, company says",1299,unrelated
8084,Purported ISIS claim: Jordan airstrike kills female US hostage,2387,discuss
8086,Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2118,discuss
8088,Jordan king cites Clint Eastwood in revenge vow,2042,unrelated
8089,"Audio captured at time of Michael Brown shooting, company says",1808,unrelated
8090,Durex is not confirming or denying rumors of a “pumpkin spice” condom,1826,unrelated
8091,Batman Set To Play Steve Jobs In Upcoming Biopic,1415,unrelated
8092,CNN Airs Alleged Audio from Michael Brown Shooting,1715,discuss
8093,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1506,unrelated
8095,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,539,unrelated
8096,Sick Mum Sedated After Trying To Eat Baby,1462,agree
8097,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",373,unrelated
8098,Fence-jumper ran through much of main floor of White House: report,2068,unrelated
8099,ISIS cracks down on five confirmed Ebola cases among fighters: official,1778,discuss
8100,Vogue’s Rat Infestation: Disturbing New Details,1737,unrelated
8101,NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2520,unrelated
8102,"Apple Watch Gold Edition may cost as much as $5,000",147,unrelated
8103,Airport worker strips naked at security scanner in protest against guards,121,unrelated
8104,Russians Bag Better Bigfoot Footage,2377,discuss
8106,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2264,discuss
8107,Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1897,unrelated
8108,"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",919,agree
8109,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,900,unrelated
8110,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,34,unrelated
8111,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1256,unrelated
8114,For sale: Tiger's former island in Sweden,965,agree
8115,Big Bank Hank of The Sugarhill Gang is dead at 57,754,unrelated
8118,Google Grows With $1.6 Billion in California Office Deals,2299,unrelated
8120,'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,847,unrelated
8121,Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1252,unrelated
8122,Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1337,discuss
